source_file,output_type,output_file,full_y_min_hz,full_y_max_hz,useful_min_frequency_hz,useful_max_frequency_hz,peak_frequency_hz,peak_magnitude,dominant_frequency_hz,low_frequency_dominant,zoomed_version_created,warning,recommendation
260630_0017.wav,average spectrum,results/spectra/260630_0017_fft_spectrum.svg,0.0,2000.0,0.0,142.1875,41.015625,48.37436478949272,41.015625,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection."
260630_0017.wav,relevant average spectrum,results/spectra_relevant/260630_0017_fft_spectrum_relevant.svg,0.0,400.0,0.0,142.1875,41.015625,48.37436478949272,41.015625,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection."
260630_0017.wav,frequency time spectrogram,results/frequency_time/260630_0017_frequency_time.svg,0.0,2000.0,0.0,142.1875,41.015625,48.37436478949272,41.015625,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection."
260630_0017.wav,relevant frequency time spectrogram,results/frequency_time_relevant/260630_0017_frequency_time_relevant.svg,0.0,400.0,0.0,142.1875,41.015625,48.37436478949272,41.015625,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection."
260630_0017.wav,filtered full dominant-only spectrum,results/filtered_full/spectra/260630_0017_full_dominant_only_spectrum.svg,0.0,2000.0,0.0,100.0,41.015625,47.79363134615214,41.015625,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0017.wav,filtered full dominant-only frequency time spectrogram,results/filtered_full/frequency_time/260630_0017_full_dominant_only_frequency_time.svg,0.0,2000.0,0.0,100.0,41.015625,47.79363134615214,41.015625,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0017.wav,filtered relevant dominant-only spectrum,results/filtered_relevant/spectra/260630_0017_relevant_dominant_only_spectrum.svg,0.0,400.0,0.0,100.0,41.015625,47.79363134615214,41.015625,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0017.wav,filtered relevant dominant-only frequency time spectrogram,results/filtered_relevant/frequency_time/260630_0017_relevant_dominant_only_frequency_time.svg,0.0,400.0,0.0,100.0,41.015625,47.79363134615214,41.015625,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0018.wav,dominant frequency over time,results/dominant_over_time_svg/260630_0018_dominant_over_time.svg,0.0,2000.0,0.0,1158.69140625,140.625,23.049727081346088,140.625,False,False,,
260630_0018.wav,average spectrum,results/spectra/260630_0018_fft_spectrum.svg,0.0,2000.0,0.0,1158.69140625,140.625,23.049727081346088,140.625,False,False,,
260630_0018.wav,relevant average spectrum,results/spectra_relevant/260630_0018_fft_spectrum_relevant.svg,0.0,744.140625,0.0,924.31640625,140.625,23.049727081346088,140.625,False,False,,
260630_0018.wav,frequency time spectrogram,results/frequency_time/260630_0018_frequency_time.svg,0.0,2000.0,0.0,1158.69140625,140.625,23.049727081346088,140.625,False,False,,
260630_0018.wav,relevant frequency time spectrogram,results/frequency_time_relevant/260630_0018_frequency_time_relevant.svg,0.0,744.140625,0.0,924.31640625,140.625,23.049727081346088,140.625,False,False,,
260630_0018.wav,filtered full dominant-only spectrum,results/filtered_full/spectra/260630_0018_full_dominant_only_spectrum.svg,0.0,2000.0,0.0,190.625,140.625,21.35230909021218,140.625,False,True,plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio.
260630_0018.wav,filtered full dominant-only frequency time spectrogram,results/filtered_full/frequency_time/260630_0018_full_dominant_only_frequency_time.svg,0.0,2000.0,0.0,190.625,140.625,21.35230909021218,140.625,False,True,plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio.
260630_0018.wav,filtered relevant dominant-only spectrum,results/filtered_relevant/spectra/260630_0018_relevant_dominant_only_spectrum.svg,0.0,744.140625,0.0,190.625,140.625,21.35230909021218,140.625,False,True,plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio.
260630_0018.wav,filtered relevant dominant-only frequency time spectrogram,results/filtered_relevant/frequency_time/260630_0018_relevant_dominant_only_frequency_time.svg,0.0,744.140625,0.0,190.625,140.625,21.35230909021218,140.625,False,True,plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio.
260630_0019.wav,dominant frequency over time,results/dominant_over_time_svg/260630_0019_dominant_over_time.svg,0.0,2000.0,0.0,1415.0390625,23.4375,17.52517969050018,23.4375,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0019.wav,average spectrum,results/spectra/260630_0019_fft_spectrum.svg,0.0,2000.0,0.0,1415.0390625,23.4375,17.52517969050018,23.4375,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0019.wav,relevant average spectrum,results/spectra_relevant/260630_0019_fft_spectrum_relevant.svg,0.0,400.0,0.0,470.21484375,23.4375,17.52517969050018,17.578125,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0019.wav,frequency time spectrogram,results/frequency_time/260630_0019_frequency_time.svg,0.0,2000.0,0.0,1415.0390625,23.4375,17.52517969050018,23.4375,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0019.wav,relevant frequency time spectrogram,results/frequency_time_relevant/260630_0019_frequency_time_relevant.svg,0.0,400.0,0.0,470.21484375,23.4375,17.52517969050018,17.578125,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0019.wav,filtered full dominant-only spectrum,results/filtered_full/spectra/260630_0019_full_dominant_only_spectrum.svg,0.0,2000.0,0.0,100.0,23.4375,15.931288392908321,23.4375,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0019.wav,filtered full dominant-only frequency time spectrogram,results/filtered_full/frequency_time/260630_0019_full_dominant_only_frequency_time.svg,0.0,2000.0,0.0,100.0,23.4375,15.931288392908321,23.4375,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0019.wav,filtered relevant dominant-only spectrum,results/filtered_relevant/spectra/260630_0019_relevant_dominant_only_spectrum.svg,0.0,400.0,0.0,100.0,23.4375,14.9807142112043,23.4375,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0019.wav,filtered relevant dominant-only frequency time spectrogram,results/filtered_relevant/frequency_time/260630_0019_relevant_dominant_only_frequency_time.svg,0.0,400.0,0.0,100.0,23.4375,14.9807142112043,23.4375,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0020.wav,dominant frequency over time,results/dominant_over_time_svg/260630_0020_dominant_over_time.svg,0.0,2000.0,0.0,946.2890625,46.875,31.119143389854518,46.875,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0020.wav,average spectrum,results/spectra/260630_0020_fft_spectrum.svg,0.0,2000.0,0.0,946.2890625,46.875,31.119143389854518,46.875,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0020.wav,relevant average spectrum,results/spectra_relevant/260630_0020_fft_spectrum_relevant.svg,0.0,400.0,0.0,301.7578125,46.875,31.119143389854518,5.859375,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0020.wav,frequency time spectrogram,results/frequency_time/260630_0020_frequency_time.svg,0.0,2000.0,0.0,946.2890625,46.875,31.119143389854518,46.875,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0020.wav,relevant frequency time spectrogram,results/frequency_time_relevant/260630_0020_frequency_time_relevant.svg,0.0,400.0,0.0,301.7578125,46.875,31.119143389854518,5.859375,True,False,dominant frequency below min recommended frequency; low frequency may be rumble/artifact,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected."
260630_0020.wav,filtered full dominant-only spectrum,results/filtered_full/spectra/260630_0020_full_dominant_only_spectrum.svg,0.0,2000.0,0.0,100.0,46.875,29.790935569099716,46.875,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0020.wav,filtered full dominant-only frequency time spectrogram,results/filtered_full/frequency_time/260630_0020_full_dominant_only_frequency_time.svg,0.0,2000.0,0.0,100.0,46.875,29.790935569099716,46.875,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0020.wav,filtered relevant dominant-only spectrum,results/filtered_relevant/spectra/260630_0020_relevant_dominant_only_spectrum.svg,0.0,400.0,0.0,100.0,23.4375,12.308233020594788,23.4375,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
260630_0020.wav,filtered relevant dominant-only frequency time spectrogram,results/filtered_relevant/frequency_time/260630_0020_relevant_dominant_only_frequency_time.svg,0.0,400.0,0.0,100.0,23.4375,12.308233020594788,23.4375,True,True,dominant frequency below min recommended frequency; low frequency may be rumble/artifact; plot y-axis too wide for visible energy; filtered dominant-only file should show a narrow horizontal band,"Inspect zoomed low-frequency plots and consider whether vibration, wind, or handling noise is expected. Use the zoomed plot for visual inspection. Sparse spectrogram is expected for dominant-only filtered audio."
